ogno,ogtype,ogname,ogcity,ogstate,ogpin,ogadd
12591,Nurshing Home,Nithilaa Nursing Home,Madurai,Tamil Nadu,625003,"No.72, Tpk Road, Palangantham Opp To Kumaragam Kovil Madurai"
12592,MultiSpeciality Hosp,Nithish Ge And Multi Speciality Hospital,Salem,Tamil Nadu,636007,"163-167,Arisipalayam Main Road,4 Roads."
12593,Hospital,Nithya Hospital,Dharmapuri,Tamil Nadu,636701,"No.14-B, Nethaji Bye - Pass Road,"
12594,Ortho Hospital,Niti Orthopadic and Fracture Hospital,Sabar kantha,Gujarat,383430,"Opposite Collegge, Vagasana Road"
12595,Nurshing Home,Nitin Nursing Home,Fatehgarh Sahib,Punjab,147001,"171, Ajit Nagar, S.Co.46New Leela Bhawan Market"
12596,Hospital,Nitin Surgical Center,Ambedkar Nagar,Uttar Pradesh,224122,"Sashtri Nagar, Akbarpur"
12597,Hospital,Nitya Surgical Hospital,Mahesana,Gujarat,384315,"Panchal Market, Sawala Darwaja"
12598,Hospital,Nityanand Hospital,Bharuch,Gujarat,393001,"Nilkanth Society, Near Ongc Workshop"
12599,Nurshing Home,Nityanand Iccu and Nursing Home,Mumbai,Maharashtra,400057,"A - 103, 104, Saurabh Apartment, Shahaji Raje Marg Next To Bhuta High School,"
12600,Hospital,Nityanand Medical Hospital,Vadodara,Gujarat,393002,"Opp-Jalaram Shopping Complex, Near Ongc, Workshop,Ankleshwar"
12601,Nurshing Home,Nityanand Nursing Home,Thane,Maharashtra,400601,"Bali Bazar, Kalyan(W)"
12602,Hospital,Nityanand Rehabilitation and Residential Mental Heal,Pune,Maharashtra,411046,"Behind Bharti, Vidyapeeth,Inside Patang Plaza, Opp Sachi-Aai Mata Mandir,Katraj Pune"
12603,Hospital,Nityananda Arogya Niketan,Bankura,West Bengal,722101,"Nityananda Ashram Lane, Nutangabj, Bankura"
12604,Hospital,Nityaseva Hospital,Beed,Maharashtra,431122,"Thigale Complex, Jalna Road Beed"
12605,Hospital,Nityaseva Hospital,Pune,Maharashtra,412210,"2147, Revenue Colony, Shirur"
12606,Hospital,Nityaseva Hosptial,Beed,Maharashtra,431517,"Prashant Nagar, Ambejogai,"
12607,Nurshing Home,Nityaseva Nursing Home,Jalgaon,Maharashtra,425001,"10, Pratap Nagar, Near Anuvrat Bhavan Jalgaon"
12608,Hospital,Niva Aks Life Sciences Pvt. Ltd.,Ahmedabad,Gujarat,380006,"503, Shefali Centre, Paldi"
12609,Hospital,Nivaran Hospital,Mumbai,Maharashtra,400058,"Bonanza Residency, Amboli Junction, Next To St. Blases Church, S.V Road"
12610,Hospital,Nivedha Hospital,Ariyalur,Tamil Nadu,621704,"5, Perumal Kovil St,,."
12611,Hospital,Nivedita Sevasadan,Dinajpur Uttar,West Bengal,733134,Ukilpara
12612,Hospital,Nivedita Suirgicle Care and Research Centre,Munger,Bihar,811201,"Munger Road, Nr. Church, Jamalpur"
12613,Nurshing Home,Niveditha Nursing Home,Mandya,Karnataka,571401,"Vivekananda Road, 6Th Cross, Ashok Nagar"
12614,Hospital,Nivrithi Hospital,Coimbatore,Tamil Nadu,641047,"87, Pioneer Nagar, Jothipuram"
12615,Nurshing Home,Niyar Nursing Home,Hyderabad,Telangana,500005,"Fatima Nagar, Drdl Road, Chandrayangutta"
12616,Hospital,Niyati Ent Hospital,Ahmedabad,Gujarat,380006,"No. 406-7, Harikrupa Tower,Near Government Ladies Hostel,Behind  College,Ellisbridge"
12617,Ortho Hospital,Niyati Orthopaedic Hospital,Navsari,Gujarat,396445,"Aditya Complex, Opposite Garda College, Near Fuwara Telephone Exchange"
12618,Hospital,Nizam`S Institute Of Medical Sciences,Hyderabad,Telangana,500042,Punjagutta
12619,Hospital,Nizams Institute of Medical Sciences (NIMS),Hyderabad,Andhra Pradesh,500082,Panjagutta
12620,Hospital,Nizar Hospital,Malappuram,Kerala,676552,Pattambi Road
12621,Hospital,Nm Medical Center,Mumbai,Maharashtra,400050,"Sham Sunder, 27Th Road, Bandra (West)"
12622,Hospital,Nm Medical Center,Mumbai,Maharashtra,400052,"Summerville, Linking Road, Junction Of 14Th & 33Rd Road"
12623,Hospital,Nm Virani Wockhardt Hospital,Rajkot,Gujarat,360007,"Kalawad Road, Rajkot Rajkot 360007 Dist Rajkot Gujarat"
12624,Cardiac Hosp,Nm Wadia Institute Of Cardiology,Pune,Maharashtra,411001,32 Sassoon Road Pune Station Pune
12625,Hospital,Nmpc Hospital,Bengaluru Urban,Karnataka,560043,"No. 66, 9Th Main, Horamavu Post Horamavu Main Road Banaswadi"
12626,Cancer Care,Nmr Curie Center Of Oncology,Dharwad,Karnataka,580029,"T.B. Road Near Revankar Kalyan Mantap, Despande Nagar, Behind Kamat Tours And Travels"
12627,Hospital,Nms Hospital,Tirunelveli,Tamil Nadu,627756,"169 C1, Main Road,,."
12628,Hospital,Nms Hospital Pvt Ltd,Coimbatore,Tamil Nadu,641301,"Vip, Nagar, Koval Main Road Mettupalayam"
12629,Hospital,Nn Hospital,Kanchipuram,Tamil Nadu,600045,"New No 39, Gandhi Road West Tambaram Kancheepuram"
12630,Hospital,Nn Memorial Hospital,Darbhanga,Bihar,846003,"Near Bus Stand, Kadirabad"
12631,Hospital,Nobel Hospital,Ahmednagar,Maharashtra,414003,"Premdan Chowk,Manmad Road,Savedi Road."
12632,Cardiac Hosp,Noble Heart and General Hospital,Jaipur,Rajasthan,302001,"290, Heera Nagar-A, 200Ft Bye Pass, Ajmer Road, Jaipur"
12633,Hospital,Noble Hospital,Indore,Madhya Pradesh,452002,"No.28/1, South Tukoganj,Indore,"
12634,Hospital,Noble Hospital,Mumbai,Maharashtra,400086,"203- A, 205, Trimurti Arcade, Near Sarvodya Hospital, L.B.S.Marg, Ghatkopar(W), Mumbai"
12635,Hospital,Noble Hospital,Mumbai,Maharashtra,400101,"Assumption View,Opp St.Joseph School, Off. M G Road,Kandivali Village,Kandivali West"
12636,Hospital,Noble Hospital,Udaipur,Rajasthan,313001,"208 E, Sardarpura"
12637,Hospital,Noble Hospital,Chennai,Tamil Nadu,600084,"4 Adiappa Mudali Street,Purasaiwalkam Flowers Road"
12638,Hospital,Noble Hospital Pvt Ltd,Pune,Maharashtra,411013,"153, Magarpatta City Road, Hadapsar Hadapsar"
12639,MultiSpeciality Hosp,Noble Multispeciality Hospital,Bhopal,Madhya Pradesh,462016,"Plot No. 269/1, Opposite Misrod Police Station Misrod"
12640,Nurshing Home,Noble Nursing Home,Vadodara,Gujarat,390002,"1St Floor,""A"" Tower, Surya Flat, Chhani Road, Opposite Swaminarayan Nagar, Nizampura"
12641,Nurshing Home,Noheria Nursing Home,Panchkula,Haryana,134109,"807, Dilsukhnagar"
12642,Hospital,Noida Medicare Centre Ltd.,Gautam Buddha Nagar,Uttar Pradesh,201303,"16 C, Block E, Sector 30, Noida"
12643,Hospital,Noida Rural Medical Center,Gautam Buddha Nagar,Uttar Pradesh,201301,"Main Dadri Road, Solarpur,Bhangel,Phase-Ii,"
12644,Hospital,Nongstoin District Hospital,West Khasi Hills,Meghalaya,793119,"Mawiaban, Nongstoin, West Khasi Hills"
12645,Nurshing Home,Noola Nursing Home,Gulbarga,Karnataka,585102,"59, Super Market, S.B.Temple Road"
12646,Hospital,"Noon Hospital And Research Centre,",Jhalawar,Rajasthan,326001,Jhalawar Road
12647,Hospital,Noor Hospital,Kolhapur,Maharashtra,416002,S.T Stand Samore Garhgaon
12648,Hospital,Noor Medical Centre,Karnal,Haryana,132001,"218, Sector- 6"
12649,MultiSpeciality Hosp,Noor Multi Speciality Hospital and Trama Centre,Barnala,Punjab,148101,Thkriwala Chowk
12650,Hospital,Noor`S Hospital,Chennai,Tamil Nadu,600118,"No.13, Seetharam Nagar, Vii Street, Munsif Garden,Chinnakodungaiyur,"
12651,Hospital,Noorul Islam Institute Of Medical Science and Research Foundation ( Nims),Thiruvananthapuram,Kerala,695123,"Nice Garden, Aralummoodu,Nevattinkara"
12652,Hospital,North Bengal Medical Centre and Care,Darjeeling,West Bengal,734011,"Saradpally, Shiv Mandir Nh-31"
12653,Neuro Hosp,North Bengal Neuro Research Centre Pvt. Ltd,Darjeeling,West Bengal,734003,"Meghnath Saha Sarani, P.O. & P.S.-Pradhan Nagar, Darjeeling, Siliguri"
12654,Nurshing Home,North Bengal Nursing Home,Malda,West Bengal,732101,"28/33, K J Sanyal Road Malda Malda Malda"
12655,Nurshing Home,North Calcutta Nursing Home,Kolkata,West Bengal,700004,"224A, Acharya Prafulla Chandra Road, Kolkata"
12656,Hospital,North City Ct Scan,Bengaluru Urban,Karnataka,560064,No 150/3 Jnrt Mansion B.B. Road
12657,Neuro Hosp,North City Hospital And Neuro Institutue Pvt Ltd,Kolkata,West Bengal,700054,"73, Bagmari Road Kolkata Kolkata"
12658,Cancer Care,North East Cancer Hospital And Research Institute,Kamrup,Assam,781023,"11Th Mile, Amerigog Jorabat"
12659,Hospital,North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences,East Khasi Hills,Meghalaya,793018,"Mawdiangdiang, Shillong, Meghalaya"
12660,Nurshing Home,North India Psychiatry Centre Dr Kalas Nursing Ho,Ludhiana,Punjab,141001,"95-A,Model GramNear Kochhar Market,Ludhiana"
12661,Nurshing Home,North Land Nursing Home,Kolkata,West Bengal,700006,"133, Bidhansarani Kolkata Kolkata"
12662,Nurshing Home,North Point Nursing Home Pvt Ltd,Kolkata,West Bengal,700028,39 Post Office Road
12663,Hospital,North Side Health Centre,Bengaluru Urban,Karnataka,560032,"Cbi Road, (10Th Cross) Between 2 Nd & 3Nd Main Ganganagar"
12664,Hospital,North Side Hospital And Diagnostic Centre,Bengaluru Urban,Karnataka,560092,"8 G Block,60Feet Road,Shahakar Nagar"
12665,Hospital,North Star Hospital and Joint Replacement center,Kanpur Nagar,Uttar Pradesh,208001,25/11 - Canal Road
12666,Nurshing Home,North Star Maternity and Nursing Home,Bengaluru Urban,Karnataka,560076,"No. 4, Sarakki Industrial Estate, 3Rd Phase, J.P.Nagar, Bannerghatta Road."
12667,Nurshing Home,North View Nursing Home,Kolkata,West Bengal,700006,"247/2C, A.P.C. Road,Beadon Street, Kolkata"
12668,Hospital,"Northcentral Liver, Digestive Disease and Endoscopy Centre",Jalandhar,Punjab,144001,"Near Shani Dev Mandir, Dalhousie Road, Pathankot"
12669,Neuro Hosp,Northen Institute Of Neuro Sciences Pvt Ltd,Chandigarh,Chandigarh,160011,"Sco. 341- 342, Sec- 34"
12670,Hospital,Noushad Ent Hospital and Research Centre,Ernakulam,Kerala,682032,"Vysali Jn, Nh Bye Pass, Cochin"
12671,Hospital,Nova ENT,Hyderabad,Andhra Pradesh,500042,"6-3-652, 1st Floor, Kautilya Block, Adjacent to Medinova, Somajiguda"
12672,Cardiac Hosp,Nova Heart Institute and Research Centre / Nova Medical Centers Pvt. Ltd.,Bathinda,Punjab,151001,"The Mall Road, Near Hanuman Chowk"
12673,Hospital,Nova Hospital,Thanjavur,Tamil Nadu,613001,"93, Court Road,Membalam, Thanjavur"
12674,Hospital,Nova Hospital Ltd,Lucknow,Uttar Pradesh,226005,"Patrakpuram Crossing, Vikas Khand- 1, Gomti Nagar"
12675,Hospital,Nova Hospitals,Ranga Reddy,Telangana,501505,"Plot No:2 North Part, Rtc Colony, Hayathnagar, Ranga Raddy,"
12676,Hospital,Nova Medical Center,Hyderabad,Telangana,500063,"5-9-34/2, Adjacent To New Mla Quarters,Basheer Bagh,"
12677,Hospital,"Nova Medical Center, Sadashiv Nagar",Bengaluru Urban,Karnataka,560080,"No 222/14, 5 Th Main Bellary Road, Sadashivnagar"
12678,Hospital,Nova Medical Centers Pvt Ltd,Mumbai,Maharashtra,400034,"Famous Lab, 156, Pt. M. M. Malviya Road, Opp Tardeo Bus Depot, Tardeo, Mumbai,"
12679,Hospital,Nova Medical Centres Private Limited,Mumbai,Maharashtra,400088,"Ujagar Prints, Sunder Naug, Opposite Deonar Bus Depot, Chembur, Chembur"
12680,Hospital,Nova Medical Centres Pvt Ltd,Bengaluru Urban,Karnataka,560017,"222/14, 5Th Main, Bellary Road, Bellary Road"
12681,Hospital,Nova Specialty Surgery,Hyderabad,Telangana,500034,"Dharani Devi Building, Plot 565, Road  92, Jubilee Hills, Adiaent To Vikswagen Card Showroom"
12682,Hospital,Nova Specialty Surgery,Kanpur Nagar,Uttar Pradesh,208001,"14/138, Chunni Ganj, Mall Road"
12683,Hospital,Nova Specialty Surgery - Jaipur,Jaipur,Rajasthan,302004,"J-2/37, Mahaveer Marg"
12684,Hospital,"Nova Specialty Surgery Center, Koramangala",Bengaluru Urban,Karnataka,560034,"Opus, 143, 1st Cross, 5th Block, Koramangala"
12685,Hospital,Novamed Centers India Pvt Ltd,Bengaluru Urban,Karnataka,560034,"Opus, 143, 1St Cross, 5Th Block, Koramangala  560034"
12686,Hospital,Npil Dr Golwilkar Labs Pvt Ltd,Pune,Maharashtra,411004,"2,3 &4 Abhyudaya Apartments, 771 Bhandarkar Institute Road Pune"
12687,Hospital,Nr Colony Meternity Home,Bengaluru Urban,Karnataka,560004,"Subbharaoshetty Rd, Basavanagudi,  South"
12688,Hospital,Nri General Hospital,Guntur,Andhra Pradesh,522503,Chinakakani Mangalagiri Mangalagiri Guntur 522503  Guntur
12689,Hospital,NRI Hospital,Solan,Himachal Pradesh,0,"Private  Limited Housing Board Colony, (Phase-III), Tehsil Nalagarh,"
12690,Hospital,Nri Hospital Pvt. Ltd.,Solan,Himachal Pradesh,173205,"Housing Board Colony, Phase-Iii, Baddi, Teh. Nalagarh"
12691,Hospital,Nrp Hospitals,Coimbatore,Tamil Nadu,641024,"Lic Agent Colony, Sundarapuram"
12692,Hospital,Nrr Hospital,Bengaluru Rural,Karnataka,560090,"No.3 & 3A, Hesarghatta Main Road,Chikkasandra,Next To Janapriya Apartment,Near Chikkabanavara Railway Station"
12693,Hospital,Ns Hospital,Madurai,Tamil Nadu,625003,"No. 41, Madukulam Main Road,Palanganatham,"
12694,Hospital,Nss Medical Mission Hospital,Pathanamthitta,Kerala,689501,Pandalam
12695,Hospital,Ntpc Hospital,Korba,Chhattisgarh,495677,Jamnipali
12696,Hospital,Ntr Hospital and Research Centre,Bhopal,Madhya Pradesh,462001,31.Mangalwara Road
12697,Hospital,Nu Hospital,Bengaluru Urban,Karnataka,560002,"Ca-6,15Th Main,11Th Cross"
12698,Hospital,Nu Hospitals,Bengaluru Urban,Karnataka,560070,"C.A.6, 11th Cross, 15th Main, Padmanabhanagar"
12699,Hospital,Nu Trust,Bengaluru Urban,Karnataka,560070,"Bkf Chand, Nephro- Urology Centre, Ca - 6,15Th, Main Street, 11Th Cross, Padmanabhanagar."
12700,Cardiac Hosp,Nulife Heart Care Emergency Hospital,Bilaspur,Chhattisgarh,495001,"Shanti Nagar (Narmada Nagar), Ameri Road"
12701,Hospital,Nulife Hospital,South Goa,Goa,403601,Fontain Enclave Malbat
12702,Hospital,Nulife Hospital,Gwalior,Madhya Pradesh,474009,"In Front Of Post Office,Shinde Ki Chawani,Gwalior"
12703,Hospital,Nulife Hospital,Mumbai,Maharashtra,400086,"A1, Harekrishna Bldg., 1st flr, Nr.Telephone Exchange, L.B.S.Marg, Ghatkopar (west)"
12704,Hospital,Nulife Hospital - Mumbai,Thane,Maharashtra,421201,"2-3, Balkrishna Apt. Opposite Tilak Nagar Post Office, R.P. Road, Dombivili (E)"
12705,Hospital - Critical Care Dept,Nulife Hospital And Critical Care Centre,Panchmahal,Gujarat,389001,"Nr Jain Derasar, Dahod Road, Godhra"
12706,Hospital,Nulife Hospital Pvt. Ltd.,Mumbai,Maharashtra,400080,"B - 101 To 110, Aniraj Tower Chs. Ltd., Opposite Metro Mall,"
12707,Nurshing Home,Nu-Life Nursing Home,West Singhbhum,Jharkhand,831013,"Tata Kandra Main Rd, Shy Chowk Adityapur"
12708,Nurshing Home,Nupoor Nursing Home,Surat,Gujarat,395007,"33- Sangam Society, City Light Circle, Near Maheshwari Bhavan"
12709,ENT Hospital,Nupur E.N.T. Hospital,Kheda,Gujarat,388225,"Hree Ram Shopping Centre, 1St Floor, Near St Stand, Dakor"
12710,Hospital,Nupur General Hospital,Surat,Gujarat,395001,"Makai Pool, Nanpura"
12711,Nurshing Home,Nupur Nursing Home - Kandivli,Mumbai,Maharashtra,400101,"3/4/5 A, Mangalam Apts, Thakur Complex, Kandivali (E)"
12712,Hospital,Nur Manzil Psychiatric Centre,Lucknow,Uttar Pradesh,226001,"Lalbagh, Lucknow"
12713,Nurshing Home,Nursing Home,Gurgaon,Haryana,122001,"Opp, Housing Board Colony, Jharsa Road, Gorgaon"
12714,Hospital,Nusi Wockhardt Hospital Goa,South Goa,Goa,403703,"Panzarconi,"
12715,Hospital,Nutan General Hospital,Anand,Gujarat,388540,"Mali Chakla, Near Narayandev Mandir, Borsad, -Anand"
12716,Hospital,Nutan Hospital,Raichur,Karnataka,584101,Blchandra Complex
12717,Hospital,Nutan Mammography And Sonography Centre,Mumbai,Maharashtra,400059,"2-A,Manubharti Chs,Azad Lane,S V Road,Andheri"
12718,Hospital,Nutan Vikas Trust,Kachchh,Gujarat,370465,"Gadhsisa, Mandvi"
12719,Hospital,O P Chaudhary Hospital and Research Centre,Lucknow,Uttar Pradesh,226025,"Chaudhary Vihar, Raebareli Road"
12720,Hospital,Oarchid Hospital,Hyderabad,Telangana,500050,"2-41/5, Prabhath Nagar Colony, Chaitanya Puri"
12721,Hospital,Oasis Medical Center,Kullu,Himachal Pradesh,175129,Dawara Po Dhobi
12722,Hospital,"Oasis Medical Centre, Dawara",Kullu,Himachal Pradesh,0,0
12723,Hospital,Oberai Hospital,Gurdaspur,Punjab,143521,Kahnuwan Road Gurdaspur Gurdaspur
12724,Hospital,Oberoi Hospital,Jalandhar,Punjab,144001,"8, Gujral Nagar, Near Tv Center"
12725,Nurshing Home,Oberoi Nursing Home,Gurdaspur,Punjab,145001,"College Road,Pathankot"
12726,Hospital,Ob-Gyn Center,Gurgaon,Haryana,122001,"2,Jharsa Road"
12727,Hospital,Ochwani Hospital,Surendranagar,Gujarat,363520,"Chamunda Road, Opposite Government Godown, Chotila"
12728,Ortho Hospital,Odhav Orthopaedic Hospital,Ahmedabad,Gujarat,382415,"Arbudanagar Road, Via Rajendra Park Road, Odhav"
12729,Hospital,Ogeasvi Hospital,Dehradun,Uttarakhand,248001,"Ladpur, Near Ladpur Road Telephone Exechange ) Raipur Raod , Dehradun"
12730,Hospital,Ohm Sai Hospital,Madurai,Tamil Nadu,625020,"Jawahar St,Gandhi Nagar,."
12731,MultiSpeciality Hosp,Ohri Hospital / Ohri Chest and Multi Speciality Hospital,Amritsar,Punjab,143002,"G.T. Road, Putlighar, Amritsar"
12732,Nurshing Home,Ojas Nursing Home,Thane,Maharashtra,400706,"Plot No 8-3,Sector -8, Nerul Phase-Ii, Behind M G M School, Nerul Navi Mumbai"
12733,Nurshing Home,Ojasvi Nursing Home,Dhamtari,Chhattisgarh,493773,Rudri Road
12734,Hospital,Ojha Hospital,Tonk,Rajasthan,304021,"Opposite Fci Godam, Jaipur Road, Newai"
12735,Hospital,Ojha Hospital,Allahabad,Uttar Pradesh,211003,"8, Tagore Town, Allahabad"
12736,Hospital,Ojjus Medicare Goodwill Hospital and Research Centre,Gautam Buddha Nagar,Uttar Pradesh,201303,"D-141 AandB, Sector-40, Delhi-NCR"
12737,Nurshing Home,Ojus Clinic And Nursing Home,Ernakulam,Kerala,682035,Mullassery Canal Road
12738,Hospital,Olive Hospital,Hyderabad,Telangana,0,"12-2-718/3, 4, 5, Nanalnagar 'X' Road"
12739,Hospital,Olyai Hospital,Gwalior,Madhya Pradesh,474009,Hospital Road
12740,Hospital,Olympia Hospital,Tiruchirappalli,Tamil Nadu,620012,"47,47-A, Puthur Road,Puthur Trichy"
12741,Hospital,Om Appolo Hospital,Sundargarh,Odisha,769004,"Uu-10 Civil Township, Rourkela"
12742,Nurshing Home,Om Arpan Nursing Home,Ghaziabad,Uttar Pradesh,201005,"Main Road Anil Vihar, Hkora Colony,"
12743,Hospital,Om Baby Care Hospital,Rajkot,Gujarat,360001,"11, Kashi Vishwanath Plot, Near Dharam Cinema, Opp Jayhind Press"
12744,Nurshing Home,Om Children Maternity and Surgical Nursing Home,Thane,Maharashtra,400601,Wagle Estate
12745,Hospital - Critical Care Dept,Om Critical Care And Trauma Centre,Jalgaon,Maharashtra,425001,"61, Onkar Nagar, Behind Parikh Park, Zella Peth. Jalgaon,"
12746,ENT Hospital,Om E.N.T. Hospital,Vadodara,Gujarat,390011,"206 /7, Prime Complex, Opposite Shreyas School, Manjalpur Naka"
12747,Hospital,Om Ent Hospital,Amreli,Gujarat,365601,Sanjivani Complexstation Road
12748,Hospital,Om Ent Hospital,Jaipur,Rajasthan,302013,"5, Kalyan Nagar, Opposite Road No.4, Vk I Area, Sikar Road, Jaipur,"
12749,Hospital,Om Gagangiri Hospital,Ahmednagar,Maharashtra,414001,"Madhukunj Complex,1St Floor Bove United Western Bank New Nagar Road,Sangamner"
12750,Hospital,Om Gagangiri Hospital,Thane,Maharashtra,400709,"102, Shubham Cooperative Society, Sector-18, Plot-77, Near Kotak Mahindra Bank, Koparkhairane"
12751,Hospital,Om Gangagiri Hospital,Mumbai,Maharashtra,400065,"102,Shubham Co-Op.Housing Society,Sector-18,Plot No.77,Near Kotak Mahindra Bank,Koperkhairane,Navi M"
12752,Hospital,Om General Hospital and Matarnity Home,Pune,Maharashtra,412203,"At. Post Boripardhi, Tal. Daund"
12753,Hospital,Om Health Care,Gurgaon,Haryana,122001,"Yadav Compl.Village Bamroli, Opposite Amira Rice Mill ( Toll Tax )"
12754,Hospital,Om Health Care,Ramgarh,Jharkhand,829122,"C/O Dr. Sharad Jain, Thana Chowk, Ramgarh Cantt"
12755,Cardiac Hosp,Om Heart and Medical Hospital,Gandhinagar,Gujarat,382845,"Dr. Parmar Hospital, Ground Floor, Highway Road, Mansa"
12756,Cardiac Hosp,Om Heart Care and Medical Centre,Rewari,Haryana,123401,"218-L,Court Road,Model Town"
12757,Hospital,Om Hospital,Khagaria,Bihar,811201,"Sadar Hospital Road, Nr. Red Cross Office, Khagaria"
12758,Hospital,Om Hospital,Kachchh,Gujarat,370001,"101, Paras Apartment, 1St Floor Hospital Road, Bhuj"
12759,Hospital,Om Hospital,Belagavi,Karnataka,590001,"S.P.M. Road,Opp, Prakash Theatre"
12760,Hospital,Om Hospital,Haveri,Karnataka,581115,"Station Road And Hiregoudar Complex Medleri Road, Ranebennur"
12761,Hospital,Om Hospital,Hingoli,Maharashtra,431513,New Mondha Hingoli 431513 Maharastra
12762,Hospital,Om Hospital,Nashik,Maharashtra,422101,"Behind Regimental Plaza, Gaikwad Mala Road,Nasik Road, Nasik,"
12763,Hospital,Om Hospital,Pune,Maharashtra,411016,"Anjali Apartments, Vetalbaba Chowk,Shivaji Nagar,"
12764,Hospital,Om Hospital,Pune,Maharashtra,411021,"Lantana Garden, Pashan Road, Bavdhan, Pune"
12765,Hospital,Om Hospital,Pune,Maharashtra,411039,"No:201/5 Hutajma Chowk, Alandi Road Bhosari"
12766,Hospital,Om Hospital,Thane,Maharashtra,401107,"D/9, Phase 3, Opposite Sector 7, Poonam Nagar, Shanti Park, Mira Road, Thane"
12767,Hospital,Om Hospital,Thane,Maharashtra,401201,"Shree Panta Nagari, OppositeShani Mandir, Remedi, Vasai(W)"
12768,Hospital,Om Hospital,Thane,Maharashtra,421201,"First Floor Commerce Centre, Tandon Road Dombivli - East Dombivli"
12769,Hospital,Om Hospital,Firozpur,Punjab,152001,"Shastri Chowk, FazillkaBed Capacity - 10"
12770,Hospital,Om Hospital,Alwar,Rajasthan,301019,"2/72, Rajasthan Housing Board, Near Shiv Public School, Bhiwadi"
12771,Hospital,Om Hospital,Kota,Rajasthan,324005,"1-A-12 (Sfs) Talwandi,"
